StepName	TaskName	SampleName	FileList	CanFileEmpty
step_1	dedup_fastq	P_56B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_56B.dedup.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_56B.dedup.2.fastq.gz	False,False
step_1	dedup_fastq	P_60B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_60B.dedup.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_60B.dedup.2.fastq.gz	False,False
step_1	dedup_fastq	P_64B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_64B.dedup.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_64B.dedup.2.fastq.gz	False,False
step_1	dedup_fastq	P_67B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_67B.dedup.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_67B.dedup.2.fastq.gz	False,False
step_1	dedup_fastq	P_C04	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_C04.dedup.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_C04.dedup.2.fastq.gz	False,False
step_1	dedup_fastq	P_C08	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_C08.dedup.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/dedup_fastq/result/P_C08.dedup.2.fastq.gz	False,False
step_1	fastqc_raw	P_09B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_09B/P_09B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_09B/P_09B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_12B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_12B/P_12B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_12B/P_12B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_06	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_06/P_175_06.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_06/P_175_06.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_09	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_09/P_175_09.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_09/P_175_09.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_10	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_10/P_175_10.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_10/P_175_10.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_12	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_12/P_175_12.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_12/P_175_12.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_18	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_18/P_175_18.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_18/P_175_18.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_19	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_19/P_175_19.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_19/P_175_19.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_23	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_23/P_175_23.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_23/P_175_23.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_27	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_27/P_175_27.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_27/P_175_27.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_175_33	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_33/P_175_33.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_175_33/P_175_33.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_181	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_181/P_181.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_181/P_181.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_181F1	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_181F1/P_181F1.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_181F1/P_181F1.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_196	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_196/P_196.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_196/P_196.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_196F1	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_196F1/P_196F1.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_196F1/P_196F1.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_196F2	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_196F2/P_196F2.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_196F2/P_196F2.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_23B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_23B/P_23B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_23B/P_23B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_03	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_03/P_273_03.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_03/P_273_03.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_09	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_09/P_273_09.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_09/P_273_09.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_13	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_13/P_273_13.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_13/P_273_13.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_15	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_15/P_273_15.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_15/P_273_15.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_21	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_21/P_273_21.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_21/P_273_21.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_22	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_22/P_273_22.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_22/P_273_22.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_37	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_37/P_273_37.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_37/P_273_37.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_38	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_38/P_273_38.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_38/P_273_38.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_39	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_39/P_273_39.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_39/P_273_39.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_273_40	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_40/P_273_40.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_273_40/P_273_40.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_31B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_31B/P_31B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_31B/P_31B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_38B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_38B/P_38B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_38B/P_38B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_42B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_42B/P_42B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_42B/P_42B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_56B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_56B/P_56B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_56B/P_56B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_60B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_60B/P_60B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_60B/P_60B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_64B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_64B/P_64B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_64B/P_64B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_67B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_67B/P_67B.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_67B/P_67B.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_C04	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_C04/P_C04.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_C04/P_C04.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	fastqc_raw	P_C08	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_C08/P_C08.dedup.1_fastqc/fastqc_data.txt,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/fastqc_raw/result/P_C08/P_C08.dedup.2_fastqc/fastqc_data.txt	False,False
step_1	cutadapt	P_09B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_09B_clipped.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_09B_clipped.2.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_09B_clipped.1.fastq.short.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_09B_clipped.2.fastq.short.gz	False,False,False,False
step_1	cutadapt	P_12B	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_12B_clipped.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_12B_clipped.2.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_12B_clipped.1.fastq.short.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_12B_clipped.2.fastq.short.gz	False,False,False,False
step_1	cutadapt	P_175_06	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_175_06_clipped.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_175_06_clipped.2.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_175_06_clipped.1.fastq.short.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_175_06_clipped.2.fastq.short.gz	False,False,False,False
step_1	cutadapt	P_175_09	/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_175_09_clipped.1.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_175_09_clipped.2.fastq.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_175_09_clipped.1.fastq.short.gz,/scratch/cqs/shengq2/jennifer/20200407_lindsay_exomeseq_3772_hg38/cutadapt/result/P_175_09_clipped.2.fastq.short.gz	False,False,False,False
